chrom	w_start	w_end	symbol
chr5	114663897	115677262	ATG12
chr15	80738630	81782160	MESD
chr1	68064142	69198229	WLS
chr8	63427638	64451365	GGH
chr12	59489810	60683622	SLC16A7
chr22	45088125	46136775	KIAA0930
chr4	177851928	178863591	AGA
chr9	4179569	5208399	CDC37L1
chr12	111780032	112840026	MAPKAPK5
chr15	66128529	67179055	TIPIN
chr19	16160648	17183226	SLC35E1
chr11	118577049	119678859	CBL
chr2	172278971	173348600	HAT1
chr15	42330027	43340991	LRRC57
chr1	39920817	40935628	MFSD2A
chr19	21041802	22071384	ZNF738
chr19	57758183	58769516	ZNF776
chr1	173917102	174918683	GPR52
chr9	79292450	80536453	VPS13A
chr6	42383791	43393576	PTCRA
chr9	32051142	33066858	SMIM27
chr10	30633561	31820794	ZNF438
chr6	158030551	159089294	SERAC1
chr9	98575726	99645993	SLC35D2
chr19	7939260	8955575	RAB11B-AS1
chr16	72316784	74425829	ZFHX3
chr12	105067078	106129952	APPL2
chr7	98570513	99585228	ZNF789
chr10	134668662	135671523	FUOM
chr6	42803808	43837385	ZNF318
chr1	156211899	157222240	HDGF
chr19	6252171	7267446	SH2D3A
chr2	37652430	38794281	RMDN2
chr2	148278580	149774540	MBD5
chr14	67556023	68567018	PIGH
chr7	150188105	151211676	NOS3
chr9	99016835	100040369	ZNF510
chr16	24747322	25769166	ZKSCAN2
chr11	61056421	62060071	TMEM258
chr2	85871059	86922585	IMMT
chr1	109441664	110469070	PSMA5
chr3	183532394	184553146	EIF4G1
chr1	75751879	76760775	RABGGTB
chr11	1440933	2459932	TNNT3
chr18	60556423	61589709	VPS4B
chr1	43673207	44896831	ST3GAL3
chr19	17016495	18026545	BISPR
chr5	118288192	119378027	HSD17B4
chr12	122456147	123485479	ZCCHC8
chr17	59519966	60642639	MED13
chr19	32682727	33704698	NUDT19
chr20	37055060	38081749	FAM83D
chr12	124931372	125973677	DHX37
chr12	123442686	124457701	SNRNP35
chr5	67889841	68926896	SLC30A5
chr15	93939288	94943828	LINC01579
chr2	97872799	99112411	TMEM131
chr1	234027059	235114925	TARBP1
chr1	227788432	228791026	C1orf35
chr1	3305697	4316836	C1orf174
chr7	130062321	131294684	LINC-PINT
chr7	99924491	100964634	SLC12A9
chr11	54850	1060738	LMNTD2
chr15	90998114	92006355	RCCD1
chr19	42090262	43181458	POU2F2
chr13	99348628	100353011	UBAC2-AS1
chr1	89786591	90902170	LRRC8D
chr17	41611696	42644955	LSM12
chr11	72587444	73608519	RELT
chr11	46940326	47947990	PSMC3
chr19	36788452	37819013	ZNF790-AS1
chr5	94390805	95440806	ARSK
chr8	141167999	142512178	PTK2
chr1	40223908	41259852	ZMPSTE24
chr3	182471041	183491173	B3GNT5
chr5	133436839	134468518	SAR1B
chr16	10221358	11288787	TEKT5
chr17	15842301	16873962	SNHG29
chr19	3902637	4943394	CHAF1A
chr15	34643983	35761943	AQR
chr20	0	1024434	CSNK2A1
chr14	52397314	53519223	TXNDC16
chr12	120938289	121954290	C12orf43
chr10	21545477	22792659	DNAJC1
chr12	26675491	27683606	MED21
chr7	80828326	81899363	HGF
chr10	11671640	12711957	SEC61A2
chr12	101966881	103013892	NUP37
chr2	170090342	171108388	KLHL23
chr16	1322811	2331703	EME2
chr22	19504546	20554687	TANGO2
chr19	12549423	13555303	CALR
chr5	36606337	37749478	CPLANE1
chr3	142338613	143342856	CHST2
chr17	1165354	2180859	SERPINF1
chr8	117278763	118286923	UTP23
chr1	231561580	232580951	DISC1-IT1
chr6	36339620	37396740	C6orf89
chr11	77863874	79652074	TENM4
chr1	19036880	20067198	EMC1-AS1
chr3	49833833	50836836	NAA80
chr2	5572819	6620350	SILC1
chr16	8485954	9557763	USP7
chr1	69533605	71110047	LRRC7
chr10	22110028	23120413	BMI1
chr14	77472340	78582980	SPTLC2
chr2	9683677	10694963	KLF11
chr19	35283064	36304710	MAG
chr8	40847915	41868499	GOLGA7
chr2	24883729	25891449	POMC
chr14	69365101	70429107	SLC39A9
chr22	42404350	43415802	RRP7A
chr11	76533062	77685139	PAK1
chr5	35692691	36742381	NADK2
chr4	128338887	129387118	MFSD8
chr3	56761757	57807499	APPL1
chr10	97303340	98320627	CCNJ
chr10	103325106	104327793	HPS6
chr5	80208623	81547626	SSBP2
chr6	159890114	161032536	IGF2R
chr9	94587750	95882811	CENPP
chr21	42805221	43874127	C2CD2
chr21	34415344	35449787	SON
chr19	37555162	38585693	ZNF571
chr16	2951215	3959364	ZNF174
chr19	43732135	44759114	SMG9
chr4	840996	1881837	UVSSA
chr2	201176312	202192061	BZW1
chr17	79023911	80104138	NPLOC4
chr22	29223669	30284559	AP1B1
chr2	87826724	88855302	KRCC1
chr1	109012836	110084724	WDR47
chr20	62387101	63407579	PCMTD2
chr17	39677594	40750491	ZNF385C
chr8	144185380	145191745	PYCR3
chr13	41135645	42158142	WBP4
chr17	74053846	75061430	SNHG16
chr19	18865565	19873613	HAPLN4
chr1	27230734	28316678	WASF2
chr16	67521293	68534522	DPEP2
chr17	63131655	64688251	CEP112
chr18	21072851	22215564	TTC39C
chr16	1825882	2890729	ABCA3
chr16	28415742	29436559	RABEP2
chr22	17716904	18757431	BID
chr5	90098803	91110219	LUCAT1
chr19	41960835	42963473	RABAC1
chr8	71081574	72148177	XKR9
chr11	37527	1054912	LRRC56
chr17	48444040	49445732	TOB1-AS1
chr2	169885018	170930375	FASTKD1
chr19	46350344	47394232	PPP5C
chr17	73247550	74261273	GALK1
chr3	159712795	160783359	KPNA4
chr14	96468713	97533453	PAPOLA
chr10	26971767	28031040	ACBD5
chr1	110443875	111450546	LAMTOR5
chr4	174705062	175754532	CEP44
chr20	1374813	2421238	SIRPA
chr3	37548987	38571133	PLCD1
chr1	154434774	155446852	SHC1
chr11	46198630	47222169	ARHGAP1
chr19	17016550	18036141	MVB12A
chr1	155158882	156208801	DAP3
chr1	36121761	37146450	MAP7D1
chr1	150629125	151632225	TNFAIP8L2
chr21	46207967	47217269	LINC00205
chr14	50686481	51797880	NIN
chr4	88878270	89927314	HERC5
chr1	112662454	113714238	CAPZA1
chr15	30696055	31735311	FAN1
chr6	149221398	150222414	SUMO4
chr17	47945228	48950545	MRPL27
chr9	135253731	136265588	SPACA9
chr19	11575855	12591432	ZNF763
chr4	146675133	147943092	SLC10A7
chr1	116952538	118032975	PTGFRN
chr3	13653577	14666370	CHCHD4
chr8	128306779	129613499	PVT1
chr10	133710704	134731363	PWWP2B
chr12	121741915	122770562	SETD1B
chr7	72481867	73492909	TBL2
chr8	37463011	38497598	ASH2L
chr5	180150281	181162808	TRIM41
chr5	139524870	140527215	NDUFA2
chr8	82113566	83133539	ZFAND1
chr17	48730920	49739529	NME1
chr2	36081892	37082713	CRIM1-DT
chr19	21405573	22450381	ZNF100
chr2	130595506	131600254	CCDC115
chr13	111266966	112458081	ARHGEF7
chr1	24240014	25299473	NIPAL3
chr9	83698598	84804462	TLE1
chr11	63513338	64515686	PPP1R14B-AS1
chr6	25604161	26604565	H4C3
chr6	80316327	81555987	BCKDHB
chr3	128533614	129535129	H1-10
chr20	32634648	33648149	MAP1LC3A
chr11	33960481	34993607	CAT
chr2	218635242	219711516	PNKD
chr8	145552945	146572893	ZNF7
chr14	22862413	23888358	RBM23
chr8	101428751	102465610	YWHAZ
chr19	38399698	39416859	RASGRP4
chr7	55532278	56567872	NIPSNAP2
chr19	58570553	59586164	MZF1-AS1
chr22	22748512	23748831	IGLC3
chr17	75710334	76721716	BIRC5
chr5	140394588	141498567	DIAPH1
chr20	29827093	30889603	TPX2
chr6	13286789	14314789	MCUR1
chr5	110347924	111575423	STARD4-AS1
chr12	93571151	94788616	CRADD
chr12	55824946	56847807	DGKA
chr11	63452744	64472015	STIP1
chr1	109662459	110674677	AMPD2
chr12	120407645	121436296	DYNLL1
chr16	1773592	2785743	E4F1
chr5	140355533	141392542	PCDHGC3
chr1	212238749	213294119	ATF3
chr15	58779862	59889618	RNF111
chr2	242412834	243419427	LINC01238
chr1	153019805	154021734	S100A3
chr5	153325557	154340613	SAP30L
chr1	88818316	89857250	GTF2B
chr7	93092074	94133667	BET1
chr1	160590764	161602457	DEDD
chr12	128838023	129969513	GLT1D1
chr2	27167244	28212610	IFT172
chr1	38440868	39442156	LINC01685
chr4	38546451	39627853	KLHL5
chr1	150632224	151638378	LYSMD1
chr22	41329498	42342805	TOB2
chr7	23044399	24071600	TRA2A
chr1	27148654	28162891	TMEM222
chr15	44329345	45355001	EIF3J
chr12	6760904	7774447	C1RL-AS1
chr18	67020510	68124035	CD226
chr7	99718043	100739175	TFR2
chr2	241022167	242025733	CAPN10-DT
chr5	68030622	69073257	CDK7
chr16	71393583	72418559	ZNF821
chr18	4789021	5797052	ZBTB14
chr9	109747133	110752050	KLF4
chr15	41209293	42275761	RTF1
chr4	94628759	95712443	SMARCAD1
chr17	42600706	43638499	DCAKD
chr1	77054674	78185115	PIGK
chr5	175453713	176464403	RNF44
chr1	160636216	161641010	PPOX
chr19	7041761	8054286	PEX11G
chr21	30171243	31234215	BACH1
chr17	30755171	31771333	TMEM98
chr14	73681825	74753911	MIDEAS
chr19	29689793	30706696	C19orf12
chr14	92288925	93467825	SLC24A4
chr9	35232663	36236996	CREB3
chr1	58620415	59665734	MYSM1
chr9	26403370	27447240	PLAA
chr1	455500	1491496	AGRN
chr4	168637445	169739903	DDX60
chr1	83541470	84826679	LINC01725
chr3	48136435	49147079	UQCRC1
chr2	23925733	25083405	ITSN2
chr9	130983152	131986406	ZDHHC12
chr2	85329984	86376406	USP39
chr11	64642663	65651172	SLC25A45
chr17	26373725	27379646	UNC119
chr15	54995164	56082011	RAB27A
chr12	8717773	9720651	A2M-AS1
chr1	64710758	65798915	RAVER2
chr1	92474253	93757967	EVI5
chr5	131492214	132496802	IL13
chr4	46952804	47965719	COMMD8
chr19	57422529	58433302	ZNF17
chr3	130232719	131245669	ASTE1
chr1	13526683	14651574	PRDM2
chr6	169603998	170624596	PHF10
chr14	49659838	50719868	KLHDC1
chr11	124995031	126046150	CHEK1
chr5	52356469	53479168	NDUFS4
chr17	79747922	80750690	LINC01970
chr15	66857940	67987507	SMAD3
chr1	230278227	231329728	COG2
chr14	57357304	58382624	NAA30
chr16	2522809	3530447	PKMYT1
chr14	71287193	72707926	SIPA1L1
chr6	26600095	27600574	H2BC11
chr19	35895305	36899197	TYROBP
chr17	57542457	58574333	RNFT1-DT
chr2	73112886	74337046	ALMS1
chr1	45549713	46584565	NASP
chr1	180502523	181531074	MR1
chr6	25734440	26735215	H1-3
chr17	6477856	7483570	CLEC10A
chr19	37458674	38479554	ZNF570
chr14	24112574	25115819	PSME2
chr19	20220798	21248587	ZNF737
chr20	0	835506	NRSN2
chr19	3747077	4769085	YJU2
chr1	235324331	236547013	LYST
chr14	30994312	32065656	AP4S1
chr19	38638289	39722229	ACTN4
chr16	2602126	3609371	MMP25-AS1
chr9	4613452	5614909	IGHEP2
chr20	34041546	35047394	SCAND1
chr15	74574421	75595538	CSK
chr11	59467743	60510610	MS4A4E
chr9	89059277	90062421	GAS1
chr17	25705384	26720391	LYRM9
chr15	80793264	81798129	TLNRD1
chr16	55985436	57013016	OGFOD1
chr1	35565142	36607127	PSMB2
chr2	208076364	209120898	CCNYL1
chr2	152155311	153184935	ARL5A
chr16	119968	1134109	PIGQ
chr7	143266904	144272963	OR2A25
chr6	25683989	26684458	H2BC6
chr6	158233497	159432860	TULP4
chr17	40214166	41218295	COASY
chr19	49770258	50810371	AP2A1
chr9	35109979	36118410	CD72
chr16	11461985	12510511	GSPT1
chr14	65377310	66710839	FUT8
chr7	138746316	139977797	HIPK2
chr17	57754688	58969494	USP32
chr12	32052492	33298984	FGD4
chr17	78018638	79440168	RPTOR
chr2	227836872	228925933	AGFG1
chr18	55837241	56839105	MALT1-AS1
chr2	233062041	234225315	GIGYF2
chr7	128970572	130092800	UBE2H
chr2	112799613	113837395	POLR1B
chr15	80989220	82106399	IL16
chr11	66115891	67225854	PC
chr6	13115567	14132702	NOL7
chr6	159590101	160683313	SOD2
chr11	125725581	126784533	ST3GAL4
chr3	50143920	51149205	CISH
chr17	3039753	4066397	CTNS
chr12	121826696	122856203	PSMD9
chr15	83157715	84180391	C15orf40
chr15	66297664	67342468	ZWILCH
chr16	88834038	90056969	ANKRD11
chr3	9321651	10334695	TADA3
chr3	12025979	13081123	TSEN2
chr11	125652988	126664828	TIRAP
chr1	111525970	112606584	TMIGD3
chr19	50652702	51662563	C19orf81
chr22	41970252	42975442	PHETA2
chr12	101771358	102817390	DRAM1
chr20	51683610	52710378	ZNF217
chr20	11371465	12407243	BTBD3
chr1	217958635	219011325	RRP15
chr14	91746090	92833880	TC2N
chr20	22855159	23902125	NAPB
chr3	57723519	58780461	ABHD6
chr16	30289777	31298526	ZNF629
chr20	55723452	56786528	PMEPA1
chr10	97448927	98531326	BLNK
chr16	55963045	56985244	NUDT21
chr13	27509780	28524701	MTIF3
chr21	38237875	39398660	DYRK1A
chr2	10423517	11477838	PDIA6
chr17	37875556	38940388	WIPF2
chr1	200952658	201976251	CSRP1
chr2	208186012	209390251	PLEKHM3
chr2	130439835	131448300	MZT2B
chr13	50983814	52044596	RNASEH2B
chr20	56384771	57442563	RAB22A
chr4	89117064	90118980	NAP1L5
chr22	23608021	24610159	CHCHD10
chr1	70224682	71320405	ANKRD13C
chr19	1405398	2413446	ADAT3
chr3	131636346	132757876	DNAJC13
chr4	743228	1746795	CTBP1-DT
chr17	28205945	29297007	CPD
chr16	89440000	90477787	TCF25
chr2	218638920	219657226	TMBIM1
chr19	45410592	46454805	ERCC1
chr7	149630742	150645228	LINC00996
chr1	54165840	55191162	MRPL37
chr3	112867232	113915489	USF3
chr1	1050880	2065985	MIB2
chr9	26340683	27392800	CAAP1
chr7	72450686	73472020	BCL7B
chr3	158491033	160115148	SCHIP1
chr4	1484450	2510701	NELFA
chr1	8438894	9439944	ENO1-AS1
chr17	73966975	74997509	RHBDF2
chr19	49338663	50343863	CD37
chr14	53003473	54120041	DDHD1
chr8	73832604	75159715	STAU2
chr12	113094978	114123283	DDX54
chr15	25423859	26608474	ATP10A
chr17	73370245	74374662	TRIM47
chr19	39825098	40837019	FBL
chr1	36431644	37448915	CSF3R
chr19	35239905	36258867	LSR
chr22	20856211	21864663	THAP7-AS1
chr17	43770939	44774089	KANSL1-AS1
chr5	94482481	95493786	RFESD
chr10	88602168	89617059	LINC00863
chr19	9722369	10726048	P2RY11
chr1	90880861	91987592	ZNF644
chr12	122737371	123755611	DENR
chr1	156191683	157198558	ISG20L2
chr12	53602301	54621236	CALCOCO1
chr19	36303963	37322620	LINC00665
chr19	7194679	8196842	PET100
chr17	1233299	2303376	RPA1
chr10	5307186	6355397	GDI2
chr2	42062699	43096097	COX7A2L
chr3	126817254	127841279	MCM2
chr16	0	920538	MRPL28
chr7	72998134	74036855	LIMK1
chr17	41972649	43080774	GPATCH8
chr7	106185150	107302256	PRKAR2B
chr19	34355645	35393318	GPI
chr22	28638020	29653498	HSCB
chr11	8802201	9836140	TMEM41B
chr10	133645697	134695012	LRRC27
chr17	45625721	46638907	NFE2L1
chr9	123078331	124105200	PSMD5
chr11	92974838	93997915	C11orf54
chr6	95525411	96557328	MANEA
chr8	144373095	145397943	SCRIB
chr7	129533612	130580857	CEP41
chr5	175574485	176586052	TSPAN17
chr15	51984519	53088001	MYO5C
chr19	11535922	12561578	ZNF700
chr11	65212951	66227437	TSGA10IP
chr4	2437273	3452805	NOP14-AS1
chr3	44456753	45517666	ZDHHC3
chr16	3807187	4823024	TFAP4
chr1	155478839	156490742	SSR2
chr19	55487984	56495854	ZNF628
chr8	98553949	99557773	RPL30
chr1	45459538	46465745	CCDC163
chr3	57083516	58086643	ARF4-AS1
chr2	118346047	119368573	INSIG2
chr6	32744900	33746602	B3GALT4
chr2	60667358	61745394	PUS10
chr8	0	927967	FBXO25
chr8	86854776	87980732	WWP1
chr1	241292153	242303671	CHML
chr13	102951469	103993883	BIVM
chr21	29800466	30865198	LTN1
chr6	87884578	88911951	AKIRIN2
chr7	73572044	74675022	GTF2I
chr16	83655746	84678782	HSDL1
chr20	61771065	62784777	STMN3
chr7	128284712	129309540	TSPAN33
chr12	120663629	121677811	ACADS
chr2	71903113	73553162	EXOC6B
chr15	42287832	43325256	SNAP23
chr13	49518410	50569139	SETDB2
chr19	748582	1759142	MIDN
chr13	102546928	103548055	FGF14-AS2
chr12	110551934	111587235	TCTN1
chr9	127699673	128969487	MAPKAP1
chr21	47149145	48171615	MCM3AP-AS1
chr3	50095456	51108458	C3orf18
chr4	47349250	48416684	NFXL1
chr1	159421282	160424027	SLAMF9
chr16	2675530	3684883	ZNF213-AS1
chr18	21506634	22533495	IMPACT
chr22	31108284	32176066	LIMK2
chr5	6099352	7133157	NSUN2
chr2	186103531	187198017	FSIP2
chr16	28486099	29495864	SPNS1
chr1	168837433	169865813	BLZF1
chr21	45688495	46721735	UBE2G2
chr1	42782793	43810662	ERMAP
chr8	29452924	30495864	LEPROTL1
chr9	34110492	35112094	RPP25L
chr16	29705164	30708887	SLX1A
chr17	33931220	34933007	CCL4
chr15	42002645	43065782	TMEM87A
chr6	166322852	167776013	RPS6KA2
chr16	1522054	2532930	TBL3
chr3	124184554	125274841	HEG1
chr3	69548895	70564452	SAMMSON
chr12	132787428	133799320	PGAM5
chr1	214276538	215337914	CENPF
chr22	28920987	29927464	ZNRF3-AS1
chr17	26898140	28007416	MYO18A
chr7	95610938	96839158	SEM1
chr11	31031314	32311872	ELP4
chr12	56625364	57646107	PRIM1
chr5	42944354	43984489	TMEM267
chr13	79393003	80480390	RBM26
chr1	40497309	41513839	ZNF684
chr2	233425052	234616549	INPP5D
chr20	22831428	23835408	NXT1
chr17	57142971	58185706	DHX40
chr8	115920724	117181202	TRPS1
chr3	49892181	50896952	TMEM115
chr7	22645404	23717533	KLHL7
chr19	12449329	13485766	MAST1
chr12	6574490	7579916	PHB2
chr19	16660539	17686343	HAUS8
chr16	87241418	88299592	KLHDC4
chr19	10027449	11080307	PDE4A
chr11	117807207	118897547	KMT2A
chr3	39714636	40851189	EIF1B-AS1
chr2	190869064	191899448	NEMP2
chr6	30167584	31185058	MDC1
chr17	65909764	67047457	PRKAR1A
chr12	121070679	122125835	P2RX7
chr1	43138001	44220029	CFAP57
chr5	36371463	37376796	NIPBL-DT
chr15	76787021	77829816	PSTPIP1
chr18	65882453	67222426	CCDC102B
chr6	3349607	4351551	FAM50B
chr17	41764340	42769297	TMUB2
chr22	41365121	42424978	ACO2
chr1	160077896	161116834	SLAMF1
chr1	63739688	65147181	ROR1
chr15	84791823	85849676	ZNF592
chr4	165378100	166380283	FAM218A
chr3	180130458	181200541	FXR1
chr1	182308482	183357117	DHX9
chr1	19138820	20158922	SLC66A1
chr6	111376584	112427081	TRAF3IP2
chr3	192810997	193915600	OPA1
chr5	133594469	134666811	DDX46
chr1	38956948	39971731	AKIRIN1
chr17	20601267	21617474	TMEM11
chr9	71542448	72787287	APBA1
chr3	2668624	3695119	TRNT1
chr11	107299174	108334208	RAB39A
chr1	74671170	75698734	CRYZ
chr1	243711955	244720778	ZBTB18
chr1	155219450	156329222	GON4L
chr6	129839726	130962583	L3MBTL3
chr16	184430	1186305	METTL26
chr5	178477555	179537013	RUFY1
chr15	73352355	74425730	NPTN
chr13	24326887	25328577	SPATA13-AS1
chr17	40863894	41872061	TMEM106A
chr17	55578280	56584607	SRSF1
chr15	79691184	80716094	ST20
chr9	113135543	114301278	LPAR1
chr12	124761402	125848410	SCARB1
chr9	71236180	72370124	TJP2
chr15	45271804	46314953	SLC30A4
chr12	62154185	63310169	USP15
chr7	122677051	123741705	NDUFA5
chr12	10094863	11107284	KLRC1
chr3	16698654	18284123	TBC1D5
chr17	70703492	71728533	FAM104A
chr4	108352705	109374617	CYP2U1
chr19	32336516	33378573	ZNF507
chr19	39116426	40173456	PAK4
chr3	185364990	186580023	DGKG
chr14	73534324	74542362	ACOT2
chr4	199621	1263877	PCGF3
chr7	44522622	45526295	SNHG15
chr7	16293380	17324161	TSPAN13
chr1	162260492	163282613	HSD17B7
chr1	155663895	156682587	SLC25A44
chr17	33070091	34100674	SLFN5
chr4	74352156	75353907	PPBP
chr15	34171269	35230009	GOLGA8A
chr11	66750497	67758574	AIP
chr2	111378491	112426022	BCL2L11
chr6	34810335	35895955	PPARD
chr12	55609830	56613487	BLOC1S1
chr13	95829393	96947242	DNAJC3
chr16	69849543	70880650	DDX19A-DT
chr8	144266649	145277555	ZNF707
chr8	85854035	86877144	CA3-AS1
chr1	246229758	247331897	CNST
chr8	41749279	42763455	VDAC3
chr12	57381851	58410435	MARS1
chr13	100241347	101682689	PCCA
chr6	31088492	32105548	PRRC2A
chr6	109211418	110262374	PPIL6
chr17	39628453	40669457	DNAJC7
chr14	24395751	25398874	CBLN3
chr9	132065463	133073560	TOR1B
chr17	6158766	7178966	XAF1
chr5	176329142	177336565	F12
chr19	49872290	50881613	AKT1S1
chr8	10851896	11922108	BLK
chr4	38789076	39867982	RFC1
chr3	19488589	20526667	RAB5A
chr4	14504105	15571775	CPEB2
chr12	118073929	119083389	PEBP1
chr8	78928575	80017502	PKIA
chr9	95383778	96396533	NINJ1
chr14	60058629	61114939	PCNX4
chr12	5937937	6951242	TNFRSF1A
chr15	31119038	32227868	KLF13
chr5	158084417	159137061	RNF145
chr1	183024697	184060049	NCF2
chr12	53400472	54401268	NPFF
chr19	40197333	41221482	MAP3K10
chr14	96171176	97210501	BDKRB2
chr17	45710804	47007576	SKAP1
chr5	139427247	140429161	EIF4EBP3
chr19	53470987	54499509	ZNF813
chr16	66812065	67823383	PLEKHG4
chr20	57100530	58107390	ATP5F1E
chr5	59662281	60740897	ERCC8
chr1	32166196	33170988	CCDC28B
chr1	18730774	19783170	IFFO2
chr9	132097737	133144107	USP20
chr9	132820094	133876661	ASS1
chr17	6811164	7823179	NLGN2
chr5	176383611	177400635	DBN1
chr15	22543279	23586843	NIPA1
chr10	124239917	125249906	PSTK
chr11	111641472	112733257	LINC02762
chr7	102487971	103509842	PSMC2
chr6	32280540	33284779	HLA-DOB
chr1	183105244	184397666	RGL1
chr17	79132066	80133635	OXLD1
chr12	10256789	11266208	MAGOHB
chr1	201424631	202439792	TIMM17A
chr19	9920721	10926691	FDX2
chr7	128002910	129005901	ATP6V1F
chr17	72732694	73758444	GGA3
chr8	141902121	142942554	PTP4A3
chr16	76725087	77736295	MON1B
chr7	22352593	23362468	TOMM7
chr11	64843524	65860121	EHBP1L1
chr20	30280307	31295546	PLAGL2
chr2	201235630	202253800	PPIL3
chr9	135406384	136433890	GTF3C5
chr19	5872805	6875261	ALKBH7
chr2	219594528	220601401	ANKZF1
chr4	128482467	129644081	LARP1B
chr7	1781861	2790780	NUDT1
chr17	40231526	41261445	RETREG3
chr20	61404165	62421142	ARFGAP1
chr9	107009964	108022401	NIPSNAP3A
chr12	50006019	51014236	COX14
chr15	64607831	65617846	PIF1
chr19	55087237	56099291	EPS8L1
chr1	44785517	45808925	PTCH2
chr16	67418788	68422758	NRN1L
chr11	309967	1312876	RPLP2
chr4	2787618	3941640	RGS12
chr11	64032078	65046014	SF1
chr1	246203863	247229563	TFB2M
chr3	15142859	16264023	BTD
chr17	28748963	29786340	ADAP2
chr1	58750823	59865384	LINC01135
chr8	101021980	102071987	ANKRD46
chr1	154641884	155645780	KRTCAP2
chr1	149371121	150372348	BOLA1
chr1	150021884	151033413	ADAMTSL4
chr3	112221291	113238518	NEPRO
chr1	211416799	212504105	LPGAT1
chr10	5630997	6659410	RBM17
chr7	28534252	29735067	CPVL
chr2	73556088	74600783	STAMBP
chr14	96245532	97329678	ATG2B
chr2	203379598	204589917	NBEAL1
chr1	179423945	180584010	CEP350
chr11	82283108	83284754	RAB30-DT
chr1	225670403	226687044	SDE2
chr15	47926829	48970492	MYEF2
chr11	290475	1298281	SLC25A22
chr2	190026185	191031127	ASDURF
chr9	102361525	103564457	INVS
chr1	203095960	204213209	ATP2B4
chr19	36627520	37657739	ZNF461
chr1	24365764	25382515	NCMAP-DT
chr22	45567714	46741187	ATXN10
chr11	30953948	32031169	IMMP1L
chr11	65657	1068457	MIR210HG
chr10	90251179	91252732	FAS-AS1
chr15	101321715	102335453	SNRPA1
chr14	24183149	25185272	MDP1
chr4	31499001	32657028	LINC02506
chr9	15053041	16474037	CCDC171
chr10	103041082	104043203	NPM3
chr1	19708888	20739438	OTUD3
chr19	14044118	15082671	PKN1
chr11	61932784	62935580	CSKMT
chr15	84682516	85697514	WDR73
chr4	174911326	175944044	HPGD
chr17	57274669	58284791	PTRH2
chr7	86962883	88005675	SLC25A40
chr2	207894686	208970712	CREB1
chr7	154937355	156074174	RBM33
chr7	29674602	30702378	MTURN
chr17	39776997	40807007	RAB5C
chr1	235878401	236945258	ERO1B
chr8	23651582	24716527	ADAM28
chr9	130330511	131371524	SLC25A25
chr21	45994493	47146478	ADARB1
chr13	52726971	53775044	SUGT1
chr19	3110643	4126788	CACTIN
chr20	29809310	30811212	ABALON
chr19	39403309	40419055	PLEKHG2
chr19	3792224	4802386	TMIGD2
chr7	138228261	139294466	ZC3HAV1
chr19	13563321	14572261	DCAF15
